POSIXt,DateTime,TC0,TC1,TC2,TC3,TC4,TC5,TC6,TC7
1500805875,2017-07-23 10:31:15,24.245,22.784,21.626,21.325,21.624,21.264,21.460,21.221
1500805880,2017-07-23 10:31:20,24.181,23.104,21.756,21.453,21.689,21.263,21.396,21.286
1500805885,2017-07-23 10:31:25,24.245,23.424,22.012,21.645,21.625,21.327,21.267,21.284
1500805890,2017-07-23 10:31:30,24.181,23.551,21.884,21.709,21.753,21.327,21.460,21.284
1500805895,2017-07-23 10:31:35,24.117,23.744,22.204,21.838,21.945,21.327,21.395,21.348
1500805900,2017-07-23 10:31:40,23.987,23.807,22.396,21.902,21.944,21.198,21.459,21.220
1500805905,2017-07-23 10:31:45,23.988,23.999,22.333,21.967,21.945,21.328,21.522,21.283
1500805910,2017-07-23 10:31:50,24.053,24.191,22.460,22.095,22.072,21.455,21.459,21.091
1500805915,2017-07-23 10:31:55,24.180,24.446,22.589,22.222,22.073,21.326,21.458,21.219
1500805920,2017-07-23 10:32:00,24.181,24.510,22.717,22.221,22.073,21.262,21.458,21.283
1500805925,2017-07-23 10:32:05,24.308,24.766,22.717,22.351,22.265,21.326,21.394,21.219
1500805930,2017-07-23 10:32:10,24.180,24.830,22.972,22.415,22.328,21.518,21.523,21.284
1500805935,2017-07-23 10:32:15,24.180,25.021,23.037,22.478,22.265,21.390,21.395,21.347
1500805940,2017-07-23 10:32:20,24.308,25.084,23.229,22.542,22.328,21.454,21.394,21.347
1500805945,2017-07-23 10:32:25,24.307,25.276,23.229,22.543,22.392,21.453,21.458,21.282
1500805950,2017-07-23 10:32:30,24.307,25.468,23.358,22.670,22.520,21.389,21.522,21.474
1500805955,2017-07-23 10:32:35,24.307,25.532,23.485,22.863,22.456,21.388,21.522,21.411
1500805960,2017-07-23 10:32:40,24.307,25.595,23.613,23.119,22.520,21.452,21.586,21.410
1500805965,2017-07-23 10:32:45,24.307,25.786,23.741,23.183,22.585,21.454,21.457,21.475
1500805970,2017-07-23 10:32:50,24.307,25.851,23.806,23.247,22.840,21.518,21.585,21.474
1500805975,2017-07-23 10:32:55,24.050,26.106,23.997,23.375,22.839,21.516,21.457,21.537
1500805980,2017-07-23 10:33:00,24.050,26.233,24.061,23.440,22.712,21.580,21.521,21.473
1500805985,2017-07-23 10:33:05,24.114,26.361,24.126,23.568,22.840,21.389,21.521,21.409
1500805990,2017-07-23 10:33:10,24.178,26.361,24.190,23.568,22.839,21.517,21.520,21.408
1500805995,2017-07-23 10:33:15,24.049,26.552,24.317,23.631,22.968,21.517,21.521,21.537
1500806000,2017-07-23 10:33:20,23.922,26.743,24.380,23.567,23.096,21.515,21.521,21.344
1500806005,2017-07-23 10:33:25,23.921,26.935,24.381,23.758,23.095,21.580,21.520,21.473
1500806010,2017-07-23 10:33:30,24.049,27.189,24.573,23.888,23.096,21.453,21.455,21.472
1500806015,2017-07-23 10:33:35,24.177,27.190,24.637,23.887,23.095,21.580,21.520,21.409
1500806020,2017-07-23 10:33:40,24.178,27.380,24.828,24.015,23.223,21.515,21.584,21.472
1500806025,2017-07-23 10:33:45,24.177,27.571,24.957,24.143,23.222,21.580,21.519,21.472
1500806030,2017-07-23 10:33:50,23.921,27.571,25.022,24.207,23.159,21.644,21.520,21.472
1500806035,2017-07-23 10:33:55,23.985,27.570,25.021,24.206,23.287,21.644,21.648,21.472
1500806040,2017-07-23 10:34:00,23.985,27.699,25.213,24.271,23.286,21.579,21.584,21.536
1500806045,2017-07-23 10:34:05,24.112,27.698,25.340,24.335,23.350,21.643,21.519,21.536
1500806050,2017-07-23 10:34:10,24.049,27.699,25.340,24.399,23.350,21.771,21.519,21.407
1500806055,2017-07-23 10:34:15,24.113,27.762,25.468,24.335,23.350,21.643,21.646,21.472
1500806060,2017-07-23 10:34:20,24.113,27.634,25.660,24.462,23.350,21.643,21.519,21.536
1500806065,2017-07-23 10:34:25,24.112,27.634,25.595,24.463,23.414,21.771,21.710,21.472
1500806070,2017-07-23 10:34:30,24.113,27.507,25.596,24.590,23.479,21.706,21.711,21.536
1500806075,2017-07-23 10:34:35,24.112,27.570,25.723,24.590,23.541,21.771,21.646,21.472
1500806080,2017-07-23 10:34:40,24.112,27.571,25.850,24.655,23.414,21.771,21.711,21.664
1500806085,2017-07-23 10:34:45,23.984,27.635,25.723,24.589,23.350,21.770,21.647,21.729
1500806090,2017-07-23 10:34:50,24.112,27.697,25.787,24.654,23.477,21.834,21.774,21.728
1500806095,2017-07-23 10:34:55,24.112,27.761,25.915,24.782,23.542,21.770,21.582,21.600
1500806100,2017-07-23 10:35:00,24.176,27.762,25.915,24.782,23.479,21.771,21.709,21.599
1500806105,2017-07-23 10:35:05,24.047,27.887,25.915,24.782,23.541,21.835,21.774,21.600
1500806110,2017-07-23 10:35:10,24.112,27.889,25.915,24.781,23.669,21.898,21.582,21.600
1500806115,2017-07-23 10:35:15,24.303,27.951,25.979,24.910,23.606,21.770,21.774,21.535
1500806120,2017-07-23 10:35:20,24.303,28.079,25.978,24.910,23.605,21.835,21.774,21.664
1500806125,2017-07-23 10:35:25,24.176,28.016,26.043,24.846,23.733,21.835,21.710,21.663
1500806130,2017-07-23 10:35:30,23.983,28.143,26.105,24.909,23.605,21.963,21.774,21.791
1500806135,2017-07-23 10:35:35,24.175,28.335,26.042,24.910,23.670,21.898,21.645,21.663
1500806140,2017-07-23 10:35:40,24.368,28.016,26.042,24.910,23.669,21.962,21.838,21.727
1500806145,2017-07-23 10:35:45,24.175,28.270,26.106,24.973,23.669,21.834,21.773,21.599
1500806150,2017-07-23 10:35:50,24.047,28.206,25.978,24.974,23.796,21.898,21.646,21.792
1500806155,2017-07-23 10:35:55,24.047,28.143,26.042,24.973,23.733,22.090,21.837,21.791
1500806160,2017-07-23 10:36:00,24.303,28.270,26.041,24.909,23.668,22.090,21.837,21.791
1500806165,2017-07-23 10:36:05,24.303,28.078,25.913,25.036,23.860,22.090,21.773,21.790
