POSIXt,DateTime,TC0,TC1,TC2,TC3,TC4,TC5,TC6,TC7
1500041435,2017-07-14 14:10:35,22.790,18.506,18.946,18.772,19.009,18.645,18.587,19.056
1500041440,2017-07-14 14:10:40,22.789,18.570,18.882,18.772,18.882,18.581,18.715,19.119
1500041445,2017-07-14 14:10:45,22.724,18.570,19.202,18.708,19.204,18.581,18.522,19.183
1500041450,2017-07-14 14:10:50,22.661,18.441,19.203,18.964,19.525,18.710,18.713,19.247
1500041455,2017-07-14 14:10:55,22.596,18.635,19.332,19.029,19.717,18.580,18.521,19.376
1500041460,2017-07-14 14:11:00,22.595,18.633,19.524,18.964,20.038,18.581,18.650,19.504
1500041465,2017-07-14 14:11:05,22.339,18.505,19.589,18.964,20.294,18.645,18.713,19.569
1500041470,2017-07-14 14:11:10,22.404,18.506,19.653,19.093,20.359,18.645,18.714,19.633
1500041475,2017-07-14 14:11:15,22.339,18.504,19.716,19.094,20.487,18.773,18.585,19.696
1500041480,2017-07-14 14:11:20,22.339,18.569,19.911,19.093,20.616,18.645,18.778,19.889
1500041485,2017-07-14 14:11:25,22.274,18.631,20.038,19.092,20.744,18.580,18.650,19.953
1500041490,2017-07-14 14:11:30,22.403,18.634,20.103,19.157,20.936,18.709,18.714,19.953
1500041495,2017-07-14 14:11:35,22.402,18.632,20.167,19.157,21.130,18.772,18.586,19.889
1500041500,2017-07-14 14:11:40,22.466,18.632,20.295,19.285,21.321,18.709,18.649,20.017
1500041505,2017-07-14 14:11:45,22.530,18.632,20.423,19.349,21.322,18.643,18.713,20.082
1500041510,2017-07-14 14:11:50,22.466,18.632,20.424,19.350,21.515,18.772,18.713,20.081
1500041515,2017-07-14 14:11:55,22.531,18.696,20.425,19.414,21.707,18.773,18.777,20.081
1500041520,2017-07-14 14:12:00,22.466,18.632,20.487,19.412,21.707,18.707,18.713,20.146
1500041525,2017-07-14 14:12:05,22.723,18.568,20.553,19.285,21.898,18.836,18.776,20.209
1500041530,2017-07-14 14:12:10,22.659,18.696,20.744,19.414,21.898,18.772,18.714,20.210
1500041535,2017-07-14 14:12:15,22.723,18.632,20.807,19.478,22.026,18.708,18.713,20.017
1500041540,2017-07-14 14:12:20,22.657,18.696,20.873,19.606,22.090,18.773,18.712,20.274
1500041545,2017-07-14 14:12:25,22.466,18.632,20.938,19.478,22.219,18.772,18.776,20.338
1500041550,2017-07-14 14:12:30,22.594,18.696,21.001,19.607,22.347,18.771,18.776,20.465
1500041555,2017-07-14 14:12:35,22.722,18.759,21.001,19.542,22.539,18.772,18.712,20.531
1500041560,2017-07-14 14:12:40,22.594,18.888,21.065,19.670,22.604,18.771,18.711,20.466
1500041565,2017-07-14 14:12:45,22.658,18.760,21.194,19.670,22.540,18.707,18.712,20.530
1500041570,2017-07-14 14:12:50,22.529,18.759,21.257,19.670,22.602,18.772,18.648,20.530
1500041575,2017-07-14 14:12:55,22.530,18.696,21.258,19.798,22.668,18.836,18.712,20.658
1500041580,2017-07-14 14:13:00,22.594,18.888,21.322,19.670,22.795,18.899,18.776,20.594
1500041585,2017-07-14 14:13:05,22.786,18.761,21.387,19.798,22.859,18.899,18.776,20.723
1500041590,2017-07-14 14:13:10,22.658,18.888,21.450,19.798,23.051,18.900,18.711,20.722
1500041595,2017-07-14 14:13:15,22.593,18.888,21.451,19.863,23.116,18.834,18.776,20.722
1500041600,2017-07-14 14:13:20,22.786,18.888,21.514,19.991,23.116,18.899,18.904,20.850
1500041605,2017-07-14 14:13:25,22.785,18.887,21.514,19.927,23.244,18.899,18.776,20.850
1500041610,2017-07-14 14:13:30,22.851,18.888,21.706,19.926,23.307,18.899,18.775,20.978
1500041615,2017-07-14 14:13:35,22.722,18.824,21.706,19.797,23.308,18.835,18.839,20.849
1500041620,2017-07-14 14:13:40,22.786,18.951,21.706,19.990,23.370,18.899,18.711,21.042
1500041625,2017-07-14 14:13:45,22.786,18.823,21.707,19.864,23.563,18.899,18.903,20.978
1500041630,2017-07-14 14:13:50,22.850,18.952,21.706,19.991,23.564,18.963,18.775,21.234
1500041635,2017-07-14 14:13:55,22.528,18.951,21.770,20.055,23.755,18.963,18.840,21.105
1500041640,2017-07-14 14:14:00,22.656,19.016,21.962,19.926,23.627,18.835,18.710,21.170
1500041645,2017-07-14 14:14:05,22.849,19.079,21.770,20.118,23.755,18.834,18.775,21.234
1500041650,2017-07-14 14:14:10,22.786,19.079,21.899,20.055,23.755,18.898,18.839,21.299
1500041655,2017-07-14 14:14:15,22.786,19.079,21.899,20.312,23.755,19.028,18.903,21.361
1500041660,2017-07-14 14:14:20,22.657,19.016,21.962,20.119,23.756,18.899,18.967,21.299
1500041665,2017-07-14 14:14:25,22.657,19.015,22.090,20.183,23.948,18.963,18.904,21.425
1500041670,2017-07-14 14:14:30,22.785,19.079,22.091,20.246,24.075,18.963,18.902,21.363
1500041675,2017-07-14 14:14:35,22.657,19.080,22.218,20.312,23.947,18.963,18.968,21.428
1500041680,2017-07-14 14:14:40,22.785,19.015,22.219,20.376,24.011,18.963,18.904,21.554
1500041685,2017-07-14 14:14:45,22.913,19.079,22.219,20.311,24.137,19.027,18.902,21.491
1500041690,2017-07-14 14:14:50,22.784,19.079,22.218,20.375,24.267,19.027,18.902,21.554
1500041695,2017-07-14 14:14:55,22.786,19.208,22.283,20.440,24.330,18.834,19.032,21.619
1500041700,2017-07-14 14:15:00,22.720,19.143,22.410,20.374,24.394,18.963,18.966,21.684
1500041705,2017-07-14 14:15:05,22.721,19.208,22.347,20.503,24.266,18.897,18.967,21.684
1500041710,2017-07-14 14:15:10,22.849,19.335,22.539,20.440,24.394,19.092,18.902,21.620
1500041715,2017-07-14 14:15:15,22.656,19.144,22.475,20.439,24.395,19.027,18.838,21.746
