stationId,datum,TimeUTC,TideHT,Flag.Inferred,Flag.Flat.Tol,Flag.Rate.Tol,Flag.Temp.Tol
9413450,MLLW,2008-12-31 23:54:00,0.535,0,0,0,0
9413450,MLLW,2009-01-01 00:00:00,0.507,0,0,0,0
9413450,MLLW,2009-01-01 00:06:00,0.472,0,0,0,0
9413450,MLLW,2009-01-01 00:12:00,0.448,0,0,0,0
9413450,MLLW,2009-01-01 00:18:00,0.428,0,0,0,0
9413450,MLLW,2009-01-01 00:24:00,0.385,0,0,0,0
9413450,MLLW,2009-01-01 00:30:00,0.346,0,0,0,0
9413450,MLLW,2009-01-01 00:36:00,0.333,0,0,0,0
9413450,MLLW,2009-01-01 00:42:00,0.306,0,0,0,0
9413450,MLLW,2009-01-01 00:48:00,0.273,0,0,0,0
9413450,MLLW,2009-01-01 00:54:00,0.235,0,0,0,0
9413450,MLLW,2009-01-01 01:00:00,0.212,0,0,0,0
9413450,MLLW,2009-01-01 01:06:00,0.178,0,0,0,0
9413450,MLLW,2009-01-01 01:12:00,0.139,0,0,0,0
9413450,MLLW,2009-01-01 01:18:00,0.139,0,0,0,0
9413450,MLLW,2009-01-01 01:24:00,0.108,0,0,0,0
9413450,MLLW,2009-01-01 01:30:00,0.085,0,0,0,0
9413450,MLLW,2009-01-01 01:36:00,0.08,0,0,0,0
9413450,MLLW,2009-01-01 01:42:00,0.077,0,0,0,0
9413450,MLLW,2009-01-01 01:48:00,0.053,0,0,0,0
9413450,MLLW,2009-01-01 01:54:00,0.018,0,0,0,0
9413450,MLLW,2009-01-01 02:00:00,-0.013,1,0,0,0
9413450,MLLW,2009-01-01 02:06:00,-0.044,0,0,0,0
9413450,MLLW,2009-01-01 02:12:00,-0.022,0,0,0,0
9413450,MLLW,2009-01-01 02:18:00,-0.046,0,0,0,0
9413450,MLLW,2009-01-01 02:24:00,-0.043,0,0,0,0
9413450,MLLW,2009-01-01 02:30:00,-0.058,0,0,0,0
